+----------------------+------------------------------------------------------------+-------------------------------------------------+--------------------------------+--------+
|          ID          |                            NAME                            |                     FAMILY                      |          PRODUCT IDS           | STATUS |
|                      |                                                            |                                                 | f2eukfbpru6me6o1vj06           |        |
| fd8715ics5ki7ekseprb | ubuntu-18-04-lts-gpu-a100-v20230717                        | ubuntu-1804-lts-a100                            | f2e5ko3lpn1r1uvfmpio           | READY  |
| fd8724u526kqkb57d23q | wordpress-v20230227                                        | wordpress                                       | f2e5ilfmnodrccful5fm,          | READY  |
|                      |                                                            |                                                 | f2eb05obffng2supgqli           |        |
| fd8727ubgc585qtuifc1 | centos-7-v20230522                                         | centos-7                                        | f2ercrdn3ecvkvo4su3u           | READY  |
| fd872h2vudent5b3to8e | lamp-v20220207                                             | lamp                                            | f2evlvpgm13dqb8l6ffd,          | READY  |
|                      |                                                            |                                                 | f2eashd3eirm7fu0cs0q           |        |
| fd872pqfp3pu0h67dlrg | lamp-v20231113                                             | lamp                                            | f2ea0ccf3kn9lhtn2u6p,          | READY  |
|                      |                                                            |                                                 | f2ennie65gmfka8gqemi           |        |
| fd872tdm7lq9lgbu959k | debian-11-v20220530                                        | debian-11                                       | f2e0v3hgtjfro3lnufiq           | READY  |
| fd874ipsbeq2223soue9 | centos-7-vgpu-v20211206                                    | centos-7-vgpu                                   | f2ep1u8i1k9b13n8rr65           | READY  |
| fd875chduv5t5k8r3914 | ubuntu-20-04-lts-gpu-a100-v20211020                        | ubuntu-2004-lts-a100                            | f2elcmg9kc8egoaqt36a           | READY  |
| fd875h1760jaf1c970v1 | bitrix-1c-centos-7-v20240325                               | bitrix                                          | f2e9u27qp82j0egfelfd,          | READY  |
|                      |                                                            |                                                 | f2ea1chf74ft8am4ih18           |        |
| fd875kcretcc9dkr1seq | jenkins-v20220530                                          | jenkins                                         | f2egagc8esh7psf4uf3v,          | READY  |
|                      |                                                            |                                                 | f2es2f4ng3bm1aq9an7o           |        |
| fd875ofjnd2648jflkir | mongo-5-0-v20211223                                        | mongo50                                         | f2em9smgudd5mfdr4dhp,          | READY  |
|                      |                                                            |                                                 | f2ea31vu35hbp83r4dim           |        |
| fd875rkc8fbq64ld3sk2 | centos-stream-8-v20230102                                  | centos-stream-8                                 | f2em2amsefbd2qjetk2e           | READY  |
| fd87697emk1o3pa6iuva | lemp-v20210818                                             | lemp                                            | f2eg5jkmd7beq8cjpik2,          | READY  |
|                      |                                                            |                                                 | f2eflighfan5m00f4f2o           |        |
| fd8775d351latphlpcsu | centos-stream-8-v20240108                                  | centos-stream-8                                 | f2e7khb85r06kosd5kse           | READY  |
| fd877fuskeokm2plco89 | almalinux-9-v20240108                                      | almalinux-9                                     | f2ersen7s0a7kr5ia0nf           | READY  |
| fd877sidh4gajam1r7vn | ubuntu-20-04-lts-gpu-v20220328                             | ubuntu-2004-lts-gpu                             | f2emohgb3hl0sle1886v           | READY  |
| fd878594e8jk0f4j3lku | centos-7-gpu-v20230911                                     | centos-7-gpu                                    | f2ed8p2gddqcv6ii9pkk           | READY  |
| fd878mc909eu7q74tvnh | gitlab-v20221226                                           | gitlab                                          | f2ef3o8k3ag74mvk20eh,          | READY  |
|                      |                                                            |                                                 | f2ei49imvsgolpuv2ab1           |        |
